Contrat;Date et heure;Puissance réelle (kW);Code de puissance réelle;90 % de la puissance apparente (kVA);Code de puissance apparente
0300164754;2025-10-12 12:00:00;111,9;R;123,1;R
0300164754;2025-10-12 11:45:00;101,8;R;110,1;R
0300164754;2025-10-12 11:30:00;90,2;R;95,9;R
0300164754;2025-10-12 11:15:00;89,7;R;95,3;R
0300164754;2025-10-12 11:00:00;95,6;R;102,3;R
0300164754;2025-10-12 10:45:00;125,3;R;138,8;R
0300164754;2025-10-12 10:30:00;153,7;R;172,2;R
0300164754;2025-10-12 10:15:00;164,0;R;183,0;R
0300164754;2025-10-12 10:00:00;160,1;R;179,6;R
0300164754;2025-10-12 09:45:00;154,6;R;176,3;R
0300164754;2025-10-12 09:30:00;92,7;R;101,2;R
0300164754;2025-10-12 09:15:00;79,2;R;86,2;R
0300164754;2025-10-12 09:00:00;75,3;R;82,7;R
0300164754;2025-10-12 08:45:00;67,1;R;72,1;R
0300164754;2025-10-12 08:30:00;62,7;R;67,5;R
0300164754;2025-10-12 08:15:00;82,0;R;90,9;R
0300164754;2025-10-12 08:00:00;79,7;R;88,5;R
0300164754;2025-10-12 07:45:00;89,8;R;99,8;R
0300164754;2025-10-12 07:30:00;88,0;R;97,3;R
0300164754;2025-10-12 07:15:00;87,1;R;96,7;R
0300164754;2025-10-12 07:00:00;68,7;R;75,2;R
0300164754;2025-10-12 06:45:00;75,0;R;83,9;R
0300164754;2025-10-12 06:30:00;68,9;R;76,6;R
0300164754;2025-10-12 06:15:00;68,4;R;76,3;R
0300164754;2025-10-12 06:00:00;68,9;R;78,3;R
0300164754;2025-10-12 05:45:00;67,1;R;77,0;R
0300164754;2025-10-12 05:30:00;50,1;R;56,8;R
0300164754;2025-10-12 05:15:00;63,0;R;73,3;R
0300164754;2025-10-12 05:00:00;65,8;R;77,7;R
0300164754;2025-10-12 04:45:00;66,6;R;78,7;R
0300164754;2025-10-12 04:30:00;66,4;R;77,8;R
0300164754;2025-10-12 04:15:00;66,2;R;77,6;R
0300164754;2025-10-12 04:00:00;66,0;R;76,0;R
0300164754;2025-10-12 03:45:00;51,3;R;57,7;R
0300164754;2025-10-12 03:30:00;59,7;R;70,1;R
0300164754;2025-10-12 03:15:00;63,7;R;75,3;R
0300164754;2025-10-12 03:00:00;63,6;R;75,3;R
0300164754;2025-10-12 02:45:00;52,5;R;60,9;R
0300164754;2025-10-12 02:30:00;48,9;R;55,9;R
0300164754;2025-10-12 02:15:00;62,2;R;73,0;R
0300164754;2025-10-12 02:00:00;63,2;R;73,9;R
0300164754;2025-10-12 01:45:00;59,9;R;69,4;R
0300164754;2025-10-12 01:30:00;60,6;R;70,8;R
0300164754;2025-10-12 01:15:00;51,1;R;57,9;R
0300164754;2025-10-12 01:00:00;62,4;R;73,1;R
0300164754;2025-10-12 00:45:00;60,4;R;70,3;R
0300164754;2025-10-12 00:30:00;60,1;R;68,4;R
0300164754;2025-10-12 00:15:00;43,9;R;48,5;R
0300164754;2025-10-12 00:00:00;62,4;R;72,3;R
0300164754;2025-10-11 23:45:00;64,5;R;74,7;R
0300164754;2025-10-11 23:30:00;65,1;R;75,5;R
0300164754;2025-10-11 23:15:00;51,1;R;55,8;R
0300164754;2025-10-11 23:00:00;61,6;R;70,7;R
0300164754;2025-10-11 22:45:00;61,1;R;70,8;R
0300164754;2025-10-11 22:30:00;61,5;R;71,1;R
0300164754;2025-10-11 22:15:00;61,1;R;70,6;R
0300164754;2025-10-11 22:00:00;55,9;R;64,5;R
0300164754;2025-10-11 21:45:00;54,8;R;62,0;R
0300164754;2025-10-11 21:30:00;62,6;R;71,8;R
0300164754;2025-10-11 21:15:00;62,8;R;72,3;R
0300164754;2025-10-11 21:00:00;64,3;R;74,3;R
0300164754;2025-10-11 20:45:00;48,1;R;51,9;R
0300164754;2025-10-11 20:30:00;68,6;R;77,5;R
0300164754;2025-10-11 20:15:00;74,8;R;82,4;R
0300164754;2025-10-11 20:00:00;77,9;R;85,0;R
0300164754;2025-10-11 19:45:00;80,5;R;87,2;R
0300164754;2025-10-11 19:30:00;79,2;R;85,1;R
0300164754;2025-10-11 19:15:00;76,3;R;82,2;R
0300164754;2025-10-11 19:00:00;82,0;R;89,1;R
0300164754;2025-10-11 18:45:00;79,2;R;86,9;R
0300164754;2025-10-11 18:30:00;75,2;R;81,9;R
0300164754;2025-10-11 18:15:00;75,8;R;82,4;R
0300164754;2025-10-11 18:00:00;77,2;R;83,2;R
0300164754;2025-10-11 17:45:00;66,9;R;70,3;R
0300164754;2025-10-11 17:30:00;80,3;R;87,2;R
0300164754;2025-10-11 17:15:00;78,4;R;85,9;R
0300164754;2025-10-11 17:00:00;80,3;R;86,8;R
0300164754;2025-10-11 16:45:00;82,0;R;88,2;R
0300164754;2025-10-11 16:30:00;81,2;R;87,9;R
0300164754;2025-10-11 16:15:00;81,5;R;87,9;R
0300164754;2025-10-11 16:00:00;83,1;R;89,2;R
0300164754;2025-10-11 15:45:00;82,6;R;89,7;R
0300164754;2025-10-11 15:30:00;81,0;R;87,8;R
0300164754;2025-10-11 15:15:00;77,4;R;82,2;R
0300164754;2025-10-11 15:00:00;82,8;R;89,4;R
0300164754;2025-10-11 14:45:00;79,9;R;87,5;R
0300164754;2025-10-11 14:30:00;87,3;R;94,4;R
0300164754;2025-10-11 14:15:00;87,6;R;94,6;R
0300164754;2025-10-11 14:00:00;86,8;R;93,8;R
0300164754;2025-10-11 13:45:00;82,2;R;89,2;R
0300164754;2025-10-11 13:30:00;82,2;R;88,2;R
0300164754;2025-10-11 13:15:00;79,9;R;86,5;R
0300164754;2025-10-11 13:00:00;83,5;R;91,5;R
0300164754;2025-10-11 12:45:00;85,8;R;92,3;R
0300164754;2025-10-11 12:30:00;87,0;R;93,5;R
0300164754;2025-10-11 12:15:00;82,5;R;90,5;R
0300164754;2025-10-11 12:00:00;67,9;R;72,1;R
0300164754;2025-10-11 11:45:00;75,1;R;82,8;R
0300164754;2025-10-11 11:30:00;75,5;R;82,9;R
0300164754;2025-10-11 11:15:00;73,6;R;81,3;R
0300164754;2025-10-11 11:00:00;72,2;R;79,9;R
0300164754;2025-10-11 10:45:00;76,8;R;84,3;R
0300164754;2025-10-11 10:30:00;79,7;R;86,8;R
0300164754;2025-10-11 10:15:00;82,1;R;87,9;R
0300164754;2025-10-11 10:00:00;81,4;R;87,8;R
0300164754;2025-10-11 09:45:00;58,1;R;62,3;R
0300164754;2025-10-11 09:30:00;76,3;R;85,6;R
0300164754;2025-10-11 09:15:00;78,9;R;88,1;R
0300164754;2025-10-11 09:00:00;77,5;R;86,1;R
0300164754;2025-10-11 08:45:00;58,9;R;60,8;R
0300164754;2025-10-11 08:30:00;69,3;R;77,1;R
0300164754;2025-10-11 08:15:00;68,9;R;76,8;R
0300164754;2025-10-11 08:00:00;69,1;R;77,0;R
0300164754;2025-10-11 07:45:00;55,5;R;62,0;R
0300164754;2025-10-11 07:30:00;62,7;R;70,6;R
0300164754;2025-10-11 07:15:00;62,8;R;70,8;R
0300164754;2025-10-11 07:00:00;63,9;R;71,6;R
0300164754;2025-10-11 06:45:00;51,1;R;56,0;R
0300164754;2025-10-11 06:30:00;58,4;R;66,6;R
0300164754;2025-10-11 06:15:00;58,6;R;67,9;R
0300164754;2025-10-11 06:00:00;56,9;R;65,6;R
0300164754;2025-10-11 05:45:00;47,5;R;53,2;R
0300164754;2025-10-11 05:30:00;58,5;R;67,7;R
0300164754;2025-10-11 05:15:00;58,9;R;68,2;R
0300164754;2025-10-11 05:00:00;48,3;R;54,4;R
0300164754;2025-10-11 04:45:00;62,3;R;72,5;R
0300164754;2025-10-11 04:30:00;63,2;R;73,4;R
0300164754;2025-10-11 04:15:00;63,7;R;74,1;R
0300164754;2025-10-11 04:00:00;57,6;R;65,3;R
0300164754;2025-10-11 03:45:00;49,2;R;56,4;R
0300164754;2025-10-11 03:30:00;60,0;R;70,6;R
0300164754;2025-10-11 03:15:00;59,9;R;70,8;R
0300164754;2025-10-11 03:00:00;58,6;R;69,4;R
0300164754;2025-10-11 02:45:00;50,4;R;57,7;R
0300164754;2025-10-11 02:30:00;59,0;R;69,2;R
0300164754;2025-10-11 02:15:00;59,1;R;69,4;R
0300164754;2025-10-11 02:00:00;56,3;R;66,0;R
0300164754;2025-10-11 01:45:00;51,6;R;59,0;R
0300164754;2025-10-11 01:30:00;59,4;R;68,8;R
0300164754;2025-10-11 01:15:00;59,2;R;69,3;R
0300164754;2025-10-11 01:00:00;58,8;R;68,8;R
0300164754;2025-10-11 00:45:00;48,0;R;53,1;R
0300164754;2025-10-11 00:30:00;60,4;R;69,2;R
0300164754;2025-10-11 00:15:00;62,4;R;73,2;R
0300164754;2025-10-11 00:00:00;61,7;R;72,9;R
0300164754;2025-10-10 23:45:00;53,9;R;62,5;R
0300164754;2025-10-10 23:30:00;52,5;R;59,3;R
0300164754;2025-10-10 23:15:00;60,4;R;68,6;R
0300164754;2025-10-10 23:00:00;59,3;R;67,9;R
0300164754;2025-10-10 22:45:00;60,8;R;70,8;R
0300164754;2025-10-10 22:30:00;50,4;R;56,8;R
0300164754;2025-10-10 22:15:00;61,9;R;71,5;R
0300164754;2025-10-10 22:00:00;64,4;R;74,7;R
0300164754;2025-10-10 21:45:00;62,7;R;72,9;R
0300164754;2025-10-10 21:30:00;53,7;R;61,3;R
0300164754;2025-10-10 21:15:00;58,1;R;64,9;R
0300164754;2025-10-10 21:00:00;63,4;R;72,3;R
0300164754;2025-10-10 20:45:00;63,0;R;71,7;R
0300164754;2025-10-10 20:30:00;60,4;R;68,2;R
0300164754;2025-10-10 20:15:00;54,6;R;59,2;R
0300164754;2025-10-10 20:00:00;71,3;R;76,6;R
0300164754;2025-10-10 19:45:00;76,6;R;81,3;R
0300164754;2025-10-10 19:30:00;80,6;R;85,9;R
0300164754;2025-10-10 19:15:00;81,5;R;87,1;R
0300164754;2025-10-10 19:00:00;81,9;R;86,9;R
0300164754;2025-10-10 18:45:00;79,1;R;85,4;R
0300164754;2025-10-10 18:30:00;81,0;R;85,6;R
0300164754;2025-10-10 18:15:00;77,7;R;83,4;R
0300164754;2025-10-10 18:00:00;86,3;R;92,4;R
0300164754;2025-10-10 17:45:00;87,1;R;92,5;R
0300164754;2025-10-10 17:30:00;87,0;R;92,3;R
0300164754;2025-10-10 17:15:00;84,6;R;90,3;R
0300164754;2025-10-10 17:00:00;92,2;R;104,0;R
0300164754;2025-10-10 16:45:00;90,2;R;101,3;R
0300164754;2025-10-10 16:30:00;89,4;R;93,2;R
0300164754;2025-10-10 16:15:00;92,9;R;96,0;R
0300164754;2025-10-10 16:00:00;82,2;R;87,8;R
0300164754;2025-10-10 15:45:00;93,3;R;96,0;R
0300164754;2025-10-10 15:30:00;100,3;R;101,5;R
0300164754;2025-10-10 15:15:00;89,8;R;93,7;R
0300164754;2025-10-10 15:00:00;100,2;R;104,8;R
0300164754;2025-10-10 14:45:00;98,1;R;103,8;R
0300164754;2025-10-10 14:30:00;96,6;R;101,3;R
0300164754;2025-10-10 14:15:00;94,3;R;98,2;R
0300164754;2025-10-10 14:00:00;90,5;R;95,7;R
0300164754;2025-10-10 13:45:00;89,9;R;97,0;R
0300164754;2025-10-10 13:30:00;92,4;R;99,2;R
0300164754;2025-10-10 13:15:00;95,9;R;103,5;R
0300164754;2025-10-10 13:00:00;89,7;R;97,5;R
0300164754;2025-10-10 12:45:00;82,9;R;88,3;R
0300164754;2025-10-10 12:30:00;85,1;R;90,2;R
0300164754;2025-10-10 12:15:00;100,8;R;110,1;R
0300164754;2025-10-10 12:00:00;92,8;R;99,6;R
0300164754;2025-10-10 11:45:00;86,7;R;85,0;R
0300164754;2025-10-10 11:30:00;78,9;R;78,0;R
0300164754;2025-10-10 11:15:00;88,3;R;87,8;R
0300164754;2025-10-10 11:00:00;89,3;R;87,4;R
0300164754;2025-10-10 10:45:00;86,7;R;87,6;R
0300164754;2025-10-10 10:30:00;99,0;R;102,0;R
0300164754;2025-10-10 10:15:00;83,3;R;87,8;R
0300164754;2025-10-10 10:00:00;99,3;R;103,2;R
0300164754;2025-10-10 09:45:00;93,5;R;98,2;R
0300164754;2025-10-10 09:30:00;103,8;R;106,4;R
0300164754;2025-10-10 09:15:00;101,0;R;104,0;R
0300164754;2025-10-10 09:00:00;90,9;R;95,9;R
0300164754;2025-10-10 08:45:00;103,6;R;105,2;R
0300164754;2025-10-10 08:30:00;94,8;R;98,1;R
0300164754;2025-10-10 08:15:00;81,2;R;82,5;R
0300164754;2025-10-10 08:00:00;72,2;R;80,4;R
0300164754;2025-10-10 07:45:00;73,9;R;82,1;R
0300164754;2025-10-10 07:30:00;81,7;R;88,5;R
0300164754;2025-10-10 07:15:00;87,2;R;94,3;R
0300164754;2025-10-10 07:00:00;76,5;R;80,2;R
0300164754;2025-10-10 06:45:00;84,6;R;92,1;R
0300164754;2025-10-10 06:30:00;74,3;R;81,2;R
0300164754;2025-10-10 06:15:00;62,4;R;69,3;R
0300164754;2025-10-10 06:00:00;49,7;R;52,4;R
0300164754;2025-10-10 05:45:00;64,5;R;71,8;R
0300164754;2025-10-10 05:30:00;62,7;R;70,1;R
0300164754;2025-10-10 05:15:00;50,6;R;57,2;R
0300164754;2025-10-10 05:00:00;55,7;R;63,6;R
0300164754;2025-10-10 04:45:00;61,0;R;70,5;R
0300164754;2025-10-10 04:30:00;61,2;R;70,6;R
0300164754;2025-10-10 04:15:00;58,8;R;67,3;R
0300164754;2025-10-10 04:00:00;51,4;R;57,0;R
0300164754;2025-10-10 03:45:00;57,9;R;66,5;R
0300164754;2025-10-10 03:30:00;58,9;R;68,5;R
0300164754;2025-10-10 03:15:00;54,6;R;63,1;R
0300164754;2025-10-10 03:00:00;50,7;R;58,3;R
0300164754;2025-10-10 02:45:00;58,6;R;68,6;R
0300164754;2025-10-10 02:30:00;57,5;R;67,5;R
0300164754;2025-10-10 02:15:00;49,4;R;56,8;R
0300164754;2025-10-10 02:00:00;54,3;R;62,9;R
0300164754;2025-10-10 01:45:00;58,0;R;67,9;R
0300164754;2025-10-10 01:30:00;57,0;R;66,9;R
0300164754;2025-10-10 01:15:00;46,8;R;53,0;R
0300164754;2025-10-10 01:00:00;56,8;R;65,7;R
0300164754;2025-10-10 00:45:00;58,5;R;67,7;R
0300164754;2025-10-10 00:30:00;58,8;R;68,3;R
0300164754;2025-10-10 00:15:00;61,0;R;71,9;R
0300164754;2025-10-10 00:00:00;48,5;R;55,0;R
0300164754;2025-10-09 23:45:00;60,9;R;71,6;R
0300164754;2025-10-09 23:30:00;60,6;R;71,0;R
0300164754;2025-10-09 23:15:00;59,4;R;68,7;R
0300164754;2025-10-09 23:00:00;46,2;R;51,5;R
0300164754;2025-10-09 22:45:00;59,2;R;68,9;R
0300164754;2025-10-09 22:30:00;61,2;R;71,2;R
0300164754;2025-10-09 22:15:00;61,8;R;71,9;R
0300164754;2025-10-09 22:00:00;50,1;R;55,4;R
0300164754;2025-10-09 21:45:00;60,8;R;69,5;R
0300164754;2025-10-09 21:30:00;59,7;R;68,5;R
0300164754;2025-10-09 21:15:00;57,6;R;66,0;R
0300164754;2025-10-09 21:00:00;57,9;R;66,6;R
0300164754;2025-10-09 20:45:00;44,7;R;49,0;R
0300164754;2025-10-09 20:30:00;58,5;R;67,9;R
0300164754;2025-10-09 20:15:00;58,8;R;68,3;R
0300164754;2025-10-09 20:00:00;58,3;R;67,9;R
0300164754;2025-10-09 19:45:00;48,1;R;53,4;R
0300164754;2025-10-09 19:30:00;61,0;R;70,7;R
0300164754;2025-10-09 19:15:00;64,1;R;73,3;R
0300164754;2025-10-09 19:00:00;68,3;R;76,4;R
0300164754;2025-10-09 18:45:00;70,9;R;78,6;R
0300164754;2025-10-09 18:30:00;66,1;R;69,5;R
0300164754;2025-10-09 18:15:00;75,1;R;81,1;R
0300164754;2025-10-09 18:00:00;77,6;R;84,1;R
0300164754;2025-10-09 17:45:00;79,1;R;86,7;R
0300164754;2025-10-09 17:30:00;78,6;R;86,6;R
0300164754;2025-10-09 17:15:00;75,2;R;83,6;R
0300164754;2025-10-09 17:00:00;65,0;R;69,0;R
0300164754;2025-10-09 16:45:00;78,5;R;86,1;R
0300164754;2025-10-09 16:30:00;79,8;R;86,4;R
0300164754;2025-10-09 16:15:00;74,5;R;81,4;R
0300164754;2025-10-09 16:00:00;73,5;R;81,0;R
0300164754;2025-10-09 15:45:00;75,9;R;82,8;R
0300164754;2025-10-09 15:30:00;68,0;R;72,5;R
0300164754;2025-10-09 15:15:00;76,6;R;84,5;R
0300164754;2025-10-09 15:00:00;76,4;R;85,0;R
0300164754;2025-10-09 14:45:00;78,1;R;87,2;R
0300164754;2025-10-09 14:30:00;79,6;R;88,3;R
0300164754;2025-10-09 14:15:00;77,9;R;86,1;R
0300164754;2025-10-09 14:00:00;64,0;R;66,5;R
0300164754;2025-10-09 13:45:00;81,1;R;86,9;R
0300164754;2025-10-09 13:30:00;81,1;R;86,8;R
0300164754;2025-10-09 13:15:00;85,7;R;91,6;R
0300164754;2025-10-09 13:00:00;85,2;R;90,9;R
0300164754;2025-10-09 12:45:00;86,6;R;92,7;R
0300164754;2025-10-09 12:30:00;99,1;R;104,4;R
0300164754;2025-10-09 12:15:00;95,7;R;101,0;R
0300164754;2025-10-09 12:00:00;96,7;R;104,1;R
0300164754;2025-10-09 11:45:00;93,5;R;99,5;R
0300164754;2025-10-09 11:30:00;84,5;R;90,5;R
0300164754;2025-10-09 11:15:00;86,1;R;92,4;R
0300164754;2025-10-09 11:00:00;80,6;R;87,4;R
0300164754;2025-10-09 10:45:00;77,2;R;83,2;R
0300164754;2025-10-09 10:30:00;74,9;R;78,1;R
0300164754;2025-10-09 10:15:00;67,8;R;67,1;R
0300164754;2025-10-09 10:00:00;59,4;R;61,9;R
0300164754;2025-10-09 09:45:00;63,4;R;65,2;R
0300164754;2025-10-09 09:30:00;71,2;R;76,6;R
0300164754;2025-10-09 09:15:00;67,8;R;74,2;R
0300164754;2025-10-09 09:00:00;57,9;R;65,7;R
0300164754;2025-10-09 08:45:00;58,3;R;65,5;R
0300164754;2025-10-09 08:30:00;61,1;R;69,2;R
0300164754;2025-10-09 08:15:00;75,0;R;83,8;R
0300164754;2025-10-09 08:00:00;81,2;R;90,0;R
0300164754;2025-10-09 07:45:00;81,5;R;90,2;R
0300164754;2025-10-09 07:30:00;76,3;R;84,2;R
0300164754;2025-10-09 07:15:00;58,5;R;64,2;R
0300164754;2025-10-09 07:00:00;64,0;R;71,2;R
0300164754;2025-10-09 06:45:00;67,0;R;74,9;R
0300164754;2025-10-09 06:30:00;63,8;R;71,0;R
0300164754;2025-10-09 06:15:00;64,1;R;70,5;R
0300164754;2025-10-09 06:00:00;46,6;R;50,0;R
0300164754;2025-10-09 05:45:00;65,8;R;74,0;R
0300164754;2025-10-09 05:30:00;67,0;R;75,7;R
0300164754;2025-10-09 05:15:00;61,6;R;69,2;R
0300164754;2025-10-09 05:00:00;56,7;R;64,3;R
0300164754;2025-10-09 04:45:00;61,9;R;71,5;R
0300164754;2025-10-09 04:30:00;61,1;R;70,5;R
0300164754;2025-10-09 04:15:00;60,4;R;69,9;R
0300164754;2025-10-09 04:00:00;48,7;R;53,8;R
0300164754;2025-10-09 03:45:00;61,5;R;71,8;R
0300164754;2025-10-09 03:30:00;63,5;R;74,1;R
0300164754;2025-10-09 03:15:00;62,0;R;72,6;R
0300164754;2025-10-09 03:00:00;59,1;R;69,4;R
0300164754;2025-10-09 02:45:00;47,0;R;53,9;R
0300164754;2025-10-09 02:30:00;55,2;R;65,0;R
0300164754;2025-10-09 02:15:00;55,5;R;65,7;R
0300164754;2025-10-09 02:00:00;41,8;R;47,4;R
0300164754;2025-10-09 01:45:00;57,9;R;68,1;R
0300164754;2025-10-09 01:30:00;58,6;R;68,8;R
0300164754;2025-10-09 01:15:00;58,5;R;68,5;R
0300164754;2025-10-09 01:00:00;46,4;R;52,8;R
0300164754;2025-10-09 00:45:00;60,6;R;70,8;R
0300164754;2025-10-09 00:30:00;61,8;R;72,5;R
0300164754;2025-10-09 00:15:00;60,6;R;71,2;R
0300164754;2025-10-09 00:00:00;61,7;R;72,5;R
0300164754;2025-10-08 23:45:00;59,9;R;70,7;R
0300164754;2025-10-08 23:30:00;46,0;R;51,2;R
0300164754;2025-10-08 23:15:00;61,1;R;70,3;R
0300164754;2025-10-08 23:00:00;61,9;R;71,3;R
0300164754;2025-10-08 22:45:00;59,5;R;69,7;R
0300164754;2025-10-08 22:30:00;61,5;R;72,4;R
0300164754;2025-10-08 22:15:00;49,2;R;56,1;R
0300164754;2025-10-08 22:00:00;61,6;R;72,4;R
0300164754;2025-10-08 21:45:00;61,8;R;72,5;R
0300164754;2025-10-08 21:30:00;57,6;R;68,2;R
0300164754;2025-10-08 21:15:00;56,3;R;66,1;R
0300164754;2025-10-08 21:00:00;57,6;R;67,5;R
0300164754;2025-10-08 20:45:00;58,5;R;68,2;R
0300164754;2025-10-08 20:30:00;42,4;R;45,8;R
0300164754;2025-10-08 20:15:00;62,3;R;71,0;R
0300164754;2025-10-08 20:00:00;68,1;R;77,8;R
0300164754;2025-10-08 19:45:00;73,9;R;83,7;R
0300164754;2025-10-08 19:30:00;76,5;R;85,6;R
0300164754;2025-10-08 19:15:00;78,7;R;87,5;R
0300164754;2025-10-08 19:00:00;67,3;R;72,5;R
0300164754;2025-10-08 18:45:00;81,2;R;87,9;R
0300164754;2025-10-08 18:30:00;82,9;R;88,7;R
0300164754;2025-10-08 18:15:00;80,4;R;86,3;R
0300164754;2025-10-08 18:00:00;81,1;R;87,9;R
0300164754;2025-10-08 17:45:00;77,6;R;85,3;R
0300164754;2025-10-08 17:30:00;78,9;R;84,6;R
0300164754;2025-10-08 17:15:00;76,8;R;82,9;R
0300164754;2025-10-08 17:00:00;77,0;R;83,7;R
0300164754;2025-10-08 16:45:00;77,1;R;84,9;R
0300164754;2025-10-08 16:30:00;82,2;R;88,3;R
0300164754;2025-10-08 16:15:00;91,2;R;95,1;R
0300164754;2025-10-08 16:00:00;89,4;R;93,8;R
0300164754;2025-10-08 15:45:00;92,3;R;97,0;R
0300164754;2025-10-08 15:30:00;94,7;R;99,4;R
0300164754;2025-10-08 15:15:00;80,4;R;87,4;R
0300164754;2025-10-08 15:00:00;92,0;R;97,1;R
0300164754;2025-10-08 14:45:00;83,0;R;90,3;R
0300164754;2025-10-08 14:30:00;94,8;R;99,5;R
0300164754;2025-10-08 14:15:00;93,6;R;98,6;R
0300164754;2025-10-08 14:00:00;82,8;R;90,7;R
0300164754;2025-10-08 13:45:00;79,2;R;86,3;R
0300164754;2025-10-08 13:30:00;81,0;R;87,4;R
0300164754;2025-10-08 13:15:00;91,0;R;99,4;R
0300164754;2025-10-08 13:00:00;105,2;R;117,6;R
0300164754;2025-10-08 12:45:00;104,9;R;116,5;R
0300164754;2025-10-08 12:30:00;83,3;R;90,5;R
0300164754;2025-10-08 12:15:00;82,1;R;88,3;R
0300164754;2025-10-08 12:00:00;80,1;R;87,0;R
0300164754;2025-10-08 11:45:00;101,0;R;113,7;R
0300164754;2025-10-08 11:30:00;107,6;R;124,9;R
0300164754;2025-10-08 11:15:00;61,8;P;70,9;P
0300164754;2025-10-08 11:00:00;;N. D.;;N. D.
0300164754;2025-10-08 10:45:00;;N. D.;;N. D.
0300164754;2025-10-08 10:30:00;;N. D.;;N. D.
0300164754;2025-10-08 10:15:00;108,7;P;120,9;P
0300164754;2025-10-08 10:00:00;145,6;R;164,2;R
0300164754;2025-10-08 09:45:00;150,2;R;171,0;R
0300164754;2025-10-08 09:30:00;144,5;R;166,7;R
0300164754;2025-10-08 09:15:00;81,3;R;89,3;R
0300164754;2025-10-08 09:00:00;78,8;R;85,6;R
0300164754;2025-10-08 08:45:00;71,2;R;78,6;R
0300164754;2025-10-08 08:30:00;70,8;R;77,8;R
0300164754;2025-10-08 08:15:00;87,1;R;96,5;R
0300164754;2025-10-08 08:00:00;86,6;R;95,1;R
0300164754;2025-10-08 07:45:00;88,1;R;92,4;R
0300164754;2025-10-08 07:30:00;86,0;R;91,1;R
0300164754;2025-10-08 07:15:00;79,3;R;89,2;R
0300164754;2025-10-08 07:00:00;85,1;R;94,9;R
0300164754;2025-10-08 06:45:00;85,1;R;94,9;R
0300164754;2025-10-08 06:30:00;82,8;R;92,2;R
0300164754;2025-10-08 06:15:00;76,0;R;83,5;R
0300164754;2025-10-08 06:00:00;73,0;R;82,6;R
0300164754;2025-10-08 05:45:00;57,7;R;64,8;R
0300164754;2025-10-08 05:30:00;65,3;R;76,5;R
0300164754;2025-10-08 05:15:00;64,5;R;76,0;R
0300164754;2025-10-08 05:00:00;64,6;R;75,1;R
0300164754;2025-10-08 04:45:00;60,6;R;69,7;R
0300164754;2025-10-08 04:30:00;61,4;R;72,4;R
