Contrat;Date et heure;Puissance réelle (kW);Code de puissance réelle;90 % de la puissance apparente (kVA);Code de puissance apparente
0300164754;2025-11-02 22:00:00;54,2;R;63,0;R
0300164754;2025-11-02 21:45:00;54,6;R;63,5;R
0300164754;2025-11-02 21:30:00;48,2;R;54,8;R
0300164754;2025-11-02 21:15:00;40,3;R;45,1;R
0300164754;2025-11-02 21:00:00;54,0;R;63,1;R
0300164754;2025-11-02 20:45:00;54,6;R;63,6;R
0300164754;2025-11-02 20:30:00;40,3;R;44,1;R
0300164754;2025-11-02 20:15:00;57,1;R;65,6;R
0300164754;2025-11-02 20:00:00;59,1;R;68,8;R
0300164754;2025-11-02 19:45:00;58,5;R;68,2;R
0300164754;2025-11-02 19:30:00;40,5;R;43,8;R
0300164754;2025-11-02 19:15:00;52,4;R;61,0;R
0300164754;2025-11-02 19:00:00;61,7;R;70,5;R
0300164754;2025-11-02 18:45:00;60,4;R;67,8;R
0300164754;2025-11-02 18:30:00;56,1;R;59,0;R
0300164754;2025-11-02 18:15:00;69,4;R;75,8;R
0300164754;2025-11-02 18:00:00;69,3;R;75,6;R
0300164754;2025-11-02 17:45:00;47,2;R;50,0;R
0300164754;2025-11-02 17:30:00;65,3;R;72,5;R
0300164754;2025-11-02 17:15:00;65,8;R;73,3;R
0300164754;2025-11-02 17:00:00;56,5;R;62,1;R
0300164754;2025-11-02 16:45:00;58,3;R;61,2;R
0300164754;2025-11-02 16:30:00;70,9;R;77,5;R
0300164754;2025-11-02 16:15:00;65,1;R;69,9;R
0300164754;2025-11-02 16:00:00;58,5;R;62,4;R
0300164754;2025-11-02 15:45:00;75,4;R;82,0;R
0300164754;2025-11-02 15:30:00;74,8;R;80,8;R
0300164754;2025-11-02 15:15:00;60,1;R;62,6;R
0300164754;2025-11-02 15:00:00;56,8;R;60,6;R
0300164754;2025-11-02 14:45:00;71,0;R;78,6;R
0300164754;2025-11-02 14:30:00;70,2;R;78,5;R
0300164754;2025-11-02 14:15:00;60,3;R;64,6;R
0300164754;2025-11-02 14:00:00;72,0;R;77,9;R
0300164754;2025-11-02 13:45:00;72,9;R;78,9;R
0300164754;2025-11-02 13:30:00;71,1;R;77,0;R
0300164754;2025-11-02 13:15:00;54,2;R;56,7;R
0300164754;2025-11-02 13:00:00;64,9;R;70,3;R
0300164754;2025-11-02 12:45:00;73,7;R;78,8;R
0300164754;2025-11-02 12:30:00;74,0;R;78,9;R
0300164754;2025-11-02 12:15:00;54,2;R;55,4;R
0300164754;2025-11-02 12:00:00;73,5;R;78,0;R
0300164754;2025-11-02 11:45:00;86,6;R;94,0;R
0300164754;2025-11-02 11:30:00;85,8;R;93,3;R
0300164754;2025-11-02 11:15:00;67,8;R;71,4;R
0300164754;2025-11-02 11:00:00;73,5;R;80,3;R
0300164754;2025-11-02 10:45:00;81,0;R;85,5;R
0300164754;2025-11-02 10:30:00;92,3;R;96,1;R
0300164754;2025-11-02 10:15:00;94,3;R;99,6;R
0300164754;2025-11-02 10:00:00;113,6;R;125,5;R
0300164754;2025-11-02 09:45:00;116,2;R;128,5;R
0300164754;2025-11-02 09:30:00;135,0;R;154,7;R
0300164754;2025-11-02 09:15:00;139,5;R;161,7;R
0300164754;2025-11-02 09:00:00;105,4;R;120,1;R
0300164754;2025-11-02 08:45:00;78,6;R;83,7;R
0300164754;2025-11-02 08:30:00;74,3;R;78,6;R
0300164754;2025-11-02 08:15:00;64,5;R;67,1;R
0300164754;2025-11-02 08:00:00;53,3;R;56,1;R
0300164754;2025-11-02 07:45:00;67,8;R;73,9;R
0300164754;2025-11-02 07:30:00;70,2;R;76,8;R
0300164754;2025-11-02 07:15:00;55,2;R;57,6;R
0300164754;2025-11-02 07:00:00;63,6;R;70,8;R
0300164754;2025-11-02 06:45:00;67,1;R;75,6;R
0300164754;2025-11-02 06:30:00;68,4;R;76,9;R
0300164754;2025-11-02 06:15:00;48,3;R;53,1;R
0300164754;2025-11-02 06:00:00;68,1;R;74,5;R
0300164754;2025-11-02 05:45:00;68,0;R;74,9;R
0300164754;2025-11-02 05:30:00;53,3;R;58,9;R
0300164754;2025-11-02 05:15:00;41,6;R;46,3;R
0300164754;2025-11-02 05:00:00;55,8;R;66,4;R
0300164754;2025-11-02 04:45:00;55,8;R;66,8;R
0300164754;2025-11-02 04:30:00;40,1;R;44,7;R
0300164754;2025-11-02 04:15:00;47,2;R;53,5;R
0300164754;2025-11-02 04:00:00;55,0;R;65,0;R
0300164754;2025-11-02 03:45:00;51,6;R;62,3;R
0300164754;2025-11-02 03:30:00;40,8;R;47,6;R
0300164754;2025-11-02 03:15:00;45,7;R;54,4;R
0300164754;2025-11-02 03:00:00;49,9;R;60,7;R
0300164754;2025-11-02 02:45:00;46,1;R;55,5;R
0300164754;2025-11-02 02:30:00;31,5;R;35,0;R
0300164754;2025-11-02 02:15:00;44,7;R;53,5;R
0300164754;2025-11-02 02:00:00;70,4;R;85,4;R
0300164754;2025-11-02 01:45:00;91,0;R;108,1;R
0300164754;2025-11-02 01:30:00;72,5;R;83,0;R
0300164754;2025-11-02 01:15:00;108,9;R;131,8;R
0300164754;2025-11-02 01:00:00;108,4;R;130,5;R
0300164754;2025-11-02 00:45:00;64,7;R;74,9;R
0300164754;2025-11-02 00:30:00;34,6;R;39,0;R
0300164754;2025-11-02 00:15:00;48,8;R;59,3;R
0300164754;2025-11-02 00:00:00;49,6;R;60,2;R
0300164754;2025-11-01 23:45:00;34,2;R;38,9;R
0300164754;2025-11-01 23:30:00;49,1;R;58,3;R
0300164754;2025-11-01 23:15:00;52,9;R;63,6;R
0300164754;2025-11-01 23:00:00;43,7;R;51,0;R
0300164754;2025-11-01 22:45:00;43,3;R;51,5;R
0300164754;2025-11-01 22:30:00;50,0;R;60,2;R
0300164754;2025-11-01 22:15:00;49,4;R;59,6;R
0300164754;2025-11-01 22:00:00;38,2;R;43,0;R
0300164754;2025-11-01 21:45:00;56,4;R;67,8;R
0300164754;2025-11-01 21:30:00;55,9;R;67,2;R
0300164754;2025-11-01 21:15:00;39,8;R;44,8;R
0300164754;2025-11-01 21:00:00;41,9;R;48,3;R
0300164754;2025-11-01 20:45:00;51,9;R;62,9;R
0300164754;2025-11-01 20:30:00;52,7;R;64,0;R
0300164754;2025-11-01 20:15:00;34,2;R;38,2;R
0300164754;2025-11-01 20:00:00;54,5;R;64,8;R
0300164754;2025-11-01 19:45:00;56,1;R;67,1;R
0300164754;2025-11-01 19:30:00;52,4;R;62,9;R
0300164754;2025-11-01 19:15:00;46,3;R;49,4;R
0300164754;2025-11-01 19:00:00;69,0;R;74,0;R
0300164754;2025-11-01 18:45:00;67,2;R;72,0;R
0300164754;2025-11-01 18:30:00;51,2;R;53,5;R
0300164754;2025-11-01 18:15:00;56,4;R;59,8;R
0300164754;2025-11-01 18:00:00;68,7;R;74,3;R
0300164754;2025-11-01 17:45:00;65,6;R;71,3;R
0300164754;2025-11-01 17:30:00;45,7;R;46,2;R
0300164754;2025-11-01 17:15:00;62,5;R;70,1;R
0300164754;2025-11-01 17:00:00;66,3;R;73,4;R
0300164754;2025-11-01 16:45:00;67,5;R;74,4;R
0300164754;2025-11-01 16:30:00;54,4;R;55,2;R
0300164754;2025-11-01 16:15:00;69,4;R;74,5;R
0300164754;2025-11-01 16:00:00;72,2;R;80,1;R
0300164754;2025-11-01 15:45:00;72,6;R;80,8;R
0300164754;2025-11-01 15:30:00;52,0;R;54,1;R
0300164754;2025-11-01 15:15:00;74,3;R;83,6;R
0300164754;2025-11-01 15:00:00;73,5;R;82,4;R
0300164754;2025-11-01 14:45:00;60,1;R;64,9;R
0300164754;2025-11-01 14:30:00;51,1;R;54,1;R
0300164754;2025-11-01 14:15:00;64,2;R;70,9;R
0300164754;2025-11-01 14:00:00;68,4;R;74,4;R
0300164754;2025-11-01 13:45:00;59,6;R;63,1;R
0300164754;2025-11-01 13:30:00;65,8;R;71,4;R
0300164754;2025-11-01 13:15:00;67,8;R;74,2;R
0300164754;2025-11-01 13:00:00;71,2;R;76,5;R
0300164754;2025-11-01 12:45:00;62,2;R;64,2;R
0300164754;2025-11-01 12:30:00;70,9;R;76,7;R
0300164754;2025-11-01 12:15:00;72,1;R;79,7;R
0300164754;2025-11-01 12:00:00;72,7;R;80,0;R
0300164754;2025-11-01 11:45:00;61,7;R;64,2;R
0300164754;2025-11-01 11:30:00;72,0;R;76,7;R
0300164754;2025-11-01 11:15:00;73,2;R;79,3;R
0300164754;2025-11-01 11:00:00;63,3;R;68,6;R
0300164754;2025-11-01 10:45:00;68,1;R;73,1;R
0300164754;2025-11-01 10:30:00;76,1;R;81,8;R
0300164754;2025-11-01 10:15:00;77,3;R;82,2;R
0300164754;2025-11-01 10:00:00;67,3;R;73,2;R
0300164754;2025-11-01 09:45:00;47,5;R;49,1;R
0300164754;2025-11-01 09:30:00;67,8;R;74,5;R
0300164754;2025-11-01 09:15:00;68,9;R;75,2;R
0300164754;2025-11-01 09:00:00;62,9;R;69,0;R
0300164754;2025-11-01 08:45:00;54,5;R;56,8;R
0300164754;2025-11-01 08:30:00;67,5;R;72,6;R
0300164754;2025-11-01 08:15:00;63,2;R;68,0;R
0300164754;2025-11-01 08:00:00;49,3;R;53,3;R
0300164754;2025-11-01 07:45:00;66,3;R;74,2;R
0300164754;2025-11-01 07:30:00;66,3;R;74,5;R
0300164754;2025-11-01 07:15:00;48,7;R;54,5;R
0300164754;2025-11-01 07:00:00;51,5;R;58,0;R
0300164754;2025-11-01 06:45:00;58,4;R;67,2;R
0300164754;2025-11-01 06:30:00;57,1;R;66,7;R
0300164754;2025-11-01 06:15:00;45,7;R;52,2;R
0300164754;2025-11-01 06:00:00;60,9;R;72,3;R
0300164754;2025-11-01 05:45:00;59,5;R;71,1;R
0300164754;2025-11-01 05:30:00;48,3;R;55,5;R
0300164754;2025-11-01 05:15:00;41,9;R;47,6;R
0300164754;2025-11-01 05:00:00;58,4;R;69,9;R
0300164754;2025-11-01 04:45:00;57,6;R;69,0;R
0300164754;2025-11-01 04:30:00;44,2;R;51,3;R
0300164754;2025-11-01 04:15:00;43,7;R;50,9;R
0300164754;2025-11-01 04:00:00;52,8;R;64,7;R
0300164754;2025-11-01 03:45:00;52,9;R;65,5;R
0300164754;2025-11-01 03:30:00;35,9;R;41,4;R
0300164754;2025-11-01 03:15:00;55,0;R;67,7;R
0300164754;2025-11-01 03:00:00;56,3;R;70,1;R
0300164754;2025-11-01 02:45:00;53,4;R;65,7;R
0300164754;2025-11-01 02:30:00;34,4;R;39,5;R
0300164754;2025-11-01 02:15:00;52,2;R;64,2;R
0300164754;2025-11-01 02:00:00;53,6;R;65,5;R
0300164754;2025-11-01 01:45:00;52,0;R;63,1;R
0300164754;2025-11-01 01:30:00;29,0;R;32,5;R
0300164754;2025-11-01 01:15:00;52,7;R;64,4;R
0300164754;2025-11-01 01:00:00;57,4;R;69,9;R
0300164754;2025-11-01 00:45:00;52,4;R;63,1;R
0300164754;2025-11-01 00:30:00;46,8;R;56,8;R
0300164754;2025-11-01 00:15:00;57,6;R;70,8;R
0300164754;2025-11-01 00:00:00;53,7;R;65,7;R
0300164754;2025-10-31 23:45:00;38,8;R;45,3;R
0300164754;2025-10-31 23:30:00;51,6;R;61,9;R
0300164754;2025-10-31 23:15:00;53,6;R;64,7;R
0300164754;2025-10-31 23:00:00;40,4;R;46,7;R
0300164754;2025-10-31 22:45:00;44,1;R;51,3;R
0300164754;2025-10-31 22:30:00;52,2;R;62,4;R
0300164754;2025-10-31 22:15:00;51,6;R;61,6;R
0300164754;2025-10-31 22:00:00;39,7;R;44,9;R
0300164754;2025-10-31 21:45:00;55,6;R;66,8;R
0300164754;2025-10-31 21:30:00;55,3;R;66,3;R
0300164754;2025-10-31 21:15:00;51,8;R;61,4;R
0300164754;2025-10-31 21:00:00;37,6;R;42,3;R
0300164754;2025-10-31 20:45:00;56,0;R;67,8;R
0300164754;2025-10-31 20:30:00;57,6;R;69,2;R
0300164754;2025-10-31 20:15:00;51,1;R;58,1;R
0300164754;2025-10-31 20:00:00;58,4;R;63,5;R
0300164754;2025-10-31 19:45:00;69,7;R;76,2;R
0300164754;2025-10-31 19:30:00;66,4;R;72,6;R
0300164754;2025-10-31 19:15:00;56,2;R;58,5;R
0300164754;2025-10-31 19:00:00;68,1;R;75,2;R
0300164754;2025-10-31 18:45:00;68,2;R;76,5;R
0300164754;2025-10-31 18:30:00;68,6;R;77,1;R
0300164754;2025-10-31 18:15:00;64,8;R;71,9;R
0300164754;2025-10-31 18:00:00;60,9;R;66,4;R
0300164754;2025-10-31 17:45:00;68,8;R;76,7;R
0300164754;2025-10-31 17:30:00;67,8;R;76,7;R
0300164754;2025-10-31 17:15:00;66,1;R;74,3;R
0300164754;2025-10-31 17:00:00;59,2;R;64,5;R
0300164754;2025-10-31 16:45:00;80,4;R;87,7;R
0300164754;2025-10-31 16:30:00;80,2;R;86,8;R
0300164754;2025-10-31 16:15:00;76,8;R;83,7;R
0300164754;2025-10-31 16:00:00;68,8;R;73,6;R
0300164754;2025-10-31 15:45:00;75,1;R;79,0;R
0300164754;2025-10-31 15:30:00;78,6;R;84,8;R
0300164754;2025-10-31 15:15:00;73,8;R;82,1;R
0300164754;2025-10-31 15:00:00;78,1;R;85,8;R
0300164754;2025-10-31 14:45:00;72,6;R;78,2;R
0300164754;2025-10-31 14:30:00;73,2;R;79,6;R
0300164754;2025-10-31 14:15:00;78,6;R;86,8;R
0300164754;2025-10-31 14:00:00;79,8;R;87,1;R
0300164754;2025-10-31 13:45:00;80,1;R;87,2;R
0300164754;2025-10-31 13:30:00;84,0;R;93,1;R
0300164754;2025-10-31 13:15:00;90,1;R;103,2;R
0300164754;2025-10-31 13:00:00;85,3;R;95,7;R
0300164754;2025-10-31 12:45:00;82,0;R;89,4;R
0300164754;2025-10-31 12:30:00;89,0;R;94,4;R
0300164754;2025-10-31 12:15:00;117,3;R;124,7;R
0300164754;2025-10-31 12:00:00;115,2;R;124,2;R
0300164754;2025-10-31 11:45:00;116,0;R;118,5;R
0300164754;2025-10-31 11:30:00;114,9;R;117,6;R
0300164754;2025-10-31 11:15:00;114,5;R;119,2;R
0300164754;2025-10-31 11:00:00;120,5;R;124,6;R
0300164754;2025-10-31 10:45:00;103,7;R;108,4;R
0300164754;2025-10-31 10:30:00;120,4;R;123,9;R
0300164754;2025-10-31 10:15:00;113,6;R;118,0;R
0300164754;2025-10-31 10:00:00;106,5;R;112,3;R
0300164754;2025-10-31 09:45:00;112,6;R;117,8;R
0300164754;2025-10-31 09:30:00;105,6;R;113,1;R
0300164754;2025-10-31 09:15:00;110,5;R;113,5;R
0300164754;2025-10-31 09:00:00;106,5;R;111,5;R
0300164754;2025-10-31 08:45:00;103,1;R;108,7;R
0300164754;2025-10-31 08:30:00;101,4;R;106,0;R
0300164754;2025-10-31 08:15:00;96,6;R;102,0;R
0300164754;2025-10-31 08:00:00;90,9;R;99,2;R
0300164754;2025-10-31 07:45:00;89,4;R;97,6;R
0300164754;2025-10-31 07:30:00;124,0;R;143,5;R
0300164754;2025-10-31 07:15:00;143,9;R;168,6;R
0300164754;2025-10-31 07:00:00;147,8;R;171,5;R
0300164754;2025-10-31 06:45:00;124,1;R;138,6;R
0300164754;2025-10-31 06:30:00;92,2;R;100,8;R
0300164754;2025-10-31 06:15:00;79,2;R;88,1;R
0300164754;2025-10-31 06:00:00;76,9;R;84,6;R
0300164754;2025-10-31 05:45:00;75,0;R;82,9;R
0300164754;2025-10-31 05:30:00;44,8;R;49,6;R
0300164754;2025-10-31 05:15:00;59,0;R;69,0;R
0300164754;2025-10-31 05:00:00;62,2;R;72,9;R
0300164754;2025-10-31 04:45:00;63,1;R;74,3;R
0300164754;2025-10-31 04:30:00;63,6;R;75,1;R
0300164754;2025-10-31 04:15:00;55,2;R;63,2;R
0300164754;2025-10-31 04:00:00;57,8;R;68,1;R
0300164754;2025-10-31 03:45:00;58,1;R;69,4;R
0300164754;2025-10-31 03:30:00;59,1;R;71,0;R
0300164754;2025-10-31 03:15:00;59,2;R;71,0;R
0300164754;2025-10-31 03:00:00;43,9;R;50,0;R
0300164754;2025-10-31 02:45:00;55,2;R;66,2;R
0300164754;2025-10-31 02:30:00;55,5;R;66,7;R
0300164754;2025-10-31 02:15:00;54,7;R;65,7;R
0300164754;2025-10-31 02:00:00;50,8;R;59,6;R
0300164754;2025-10-31 01:45:00;61,6;R;74,0;R
0300164754;2025-10-31 01:30:00;61,7;R;74,5;R
0300164754;2025-10-31 01:15:00;60,9;R;73,0;R
0300164754;2025-10-31 01:00:00;60,6;R;70,8;R
0300164754;2025-10-31 00:45:00;54,4;R;62,9;R
0300164754;2025-10-31 00:30:00;49,1;R;57,0;R
0300164754;2025-10-31 00:15:00;62,1;R;74,4;R
0300164754;2025-10-31 00:00:00;61,6;R;74,0;R
0300164754;2025-10-30 23:45:00;62,1;R;74,3;R
0300164754;2025-10-30 23:30:00;58,0;R;68,4;R
0300164754;2025-10-30 23:15:00;46,6;R;52,8;R
0300164754;2025-10-30 23:00:00;57,0;R;67,8;R
0300164754;2025-10-30 22:45:00;57,0;R;67,6;R
0300164754;2025-10-30 22:30:00;57,3;R;68,0;R
0300164754;2025-10-30 22:15:00;57,7;R;69,0;R
0300164754;2025-10-30 22:00:00;54,9;R;64,8;R
0300164754;2025-10-30 21:45:00;51,6;R;59,6;R
0300164754;2025-10-30 21:30:00;59,6;R;70,6;R
0300164754;2025-10-30 21:15:00;61,9;R;73,6;R
0300164754;2025-10-30 21:00:00;62,2;R;73,9;R
0300164754;2025-10-30 20:45:00;54,6;R;63,9;R
0300164754;2025-10-30 20:30:00;44,4;R;49,3;R
0300164754;2025-10-30 20:15:00;58,5;R;68,1;R
0300164754;2025-10-30 20:00:00;58,6;R;69,5;R
0300164754;2025-10-30 19:45:00;63,0;R;74,9;R
0300164754;2025-10-30 19:30:00;62,2;R;74,1;R
0300164754;2025-10-30 19:15:00;62,5;R;73,6;R
0300164754;2025-10-30 19:00:00;68,1;R;72,6;R
0300164754;2025-10-30 18:45:00;76,6;R;83,1;R
0300164754;2025-10-30 18:30:00;68,1;R;76,0;R
0300164754;2025-10-30 18:15:00;67,9;R;75,6;R
0300164754;2025-10-30 18:00:00;66,9;R;75,0;R
0300164754;2025-10-30 17:45:00;58,4;R;60,8;R
0300164754;2025-10-30 17:30:00;71,5;R;77,6;R
0300164754;2025-10-30 17:15:00;72,1;R;78,3;R
0300164754;2025-10-30 17:00:00;59,1;R;62,8;R
0300164754;2025-10-30 16:45:00;77,8;R;84,2;R
0300164754;2025-10-30 16:30:00;81,8;R;89,2;R
0300164754;2025-10-30 16:15:00;82,3;R;89,1;R
0300164754;2025-10-30 16:00:00;83,0;R;89,1;R
0300164754;2025-10-30 15:45:00;83,8;R;89,1;R
0300164754;2025-10-30 15:30:00;78,8;R;84,3;R
0300164754;2025-10-30 15:15:00;74,4;R;79,9;R
0300164754;2025-10-30 15:00:00;77,3;R;84,0;R
0300164754;2025-10-30 14:45:00;77,1;R;83,4;R
0300164754;2025-10-30 14:30:00;71,2;R;75,8;R
0300164754;2025-10-30 14:15:00;79,2;R;86,0;R
0300164754;2025-10-30 14:00:00;78,6;R;84,3;R
0300164754;2025-10-30 13:45:00;78,8;R;84,0;R
0300164754;2025-10-30 13:30:00;80,3;R;84,9;R
0300164754;2025-10-30 13:15:00;80,1;R;85,2;R
0300164754;2025-10-30 13:00:00;82,9;R;87,3;R
0300164754;2025-10-30 12:45:00;77,8;R;82,4;R
0300164754;2025-10-30 12:30:00;84,2;R;89,8;R
0300164754;2025-10-30 12:15:00;90,9;R;97,7;R
0300164754;2025-10-30 12:00:00;86,2;R;93,7;R
0300164754;2025-10-30 11:45:00;92,1;R;100,6;R
0300164754;2025-10-30 11:30:00;85,8;R;93,6;R
0300164754;2025-10-30 11:15:00;95,3;R;102,4;R
0300164754;2025-10-30 11:00:00;95,6;R;102,6;R
0300164754;2025-10-30 10:45:00;81,4;R;84,7;R
0300164754;2025-10-30 10:30:00;90,4;R;93,3;R
0300164754;2025-10-30 10:15:00;104,3;R;106,8;R
0300164754;2025-10-30 10:00:00;97,2;R;101,7;R
0300164754;2025-10-30 09:45:00;87,9;R;94,9;R
0300164754;2025-10-30 09:30:00;79,7;R;86,4;R
0300164754;2025-10-30 09:15:00;76,8;R;83,2;R
0300164754;2025-10-30 09:00:00;67,3;R;70,9;R
0300164754;2025-10-30 08:45:00;75,2;R;80,6;R
0300164754;2025-10-30 08:30:00;72,4;R;78,6;R
0300164754;2025-10-30 08:15:00;67,0;R;74,5;R
0300164754;2025-10-30 08:00:00;75,3;R;80,7;R
0300164754;2025-10-30 07:45:00;83,3;R;91,4;R
0300164754;2025-10-30 07:30:00;81,5;R;89,6;R
0300164754;2025-10-30 07:15:00;62,3;R;66,0;R
0300164754;2025-10-30 07:00:00;74,3;R;79,9;R
0300164754;2025-10-30 06:45:00;74,9;R;81,5;R
0300164754;2025-10-30 06:30:00;71,8;R;79,0;R
0300164754;2025-10-30 06:15:00;71,1;R;78,1;R
0300164754;2025-10-30 06:00:00;64,7;R;69,0;R
0300164754;2025-10-30 05:45:00;53,4;R;59,2;R
0300164754;2025-10-30 05:30:00;60,5;R;68,6;R
0300164754;2025-10-30 05:15:00;63,3;R;72,1;R
0300164754;2025-10-30 05:00:00;54,0;R;59,0;R
0300164754;2025-10-30 04:45:00;65,3;R;72,3;R
0300164754;2025-10-30 04:30:00;66,9;R;75,1;R
0300164754;2025-10-30 04:15:00;65,7;R;73,2;R
0300164754;2025-10-30 04:00:00;59,9;R;66,1;R
0300164754;2025-10-30 03:45:00;47,9;R;53,3;R
0300164754;2025-10-30 03:30:00;60,4;R;68,6;R
0300164754;2025-10-30 03:15:00;61,2;R;68,9;R
0300164754;2025-10-30 03:00:00;62,0;R;70,4;R
0300164754;2025-10-30 02:45:00;50,9;R;56,7;R
0300164754;2025-10-30 02:30:00;58,5;R;67,0;R
0300164754;2025-10-30 02:15:00;58,4;R;66,7;R
0300164754;2025-10-30 02:00:00;49,3;R;55,1;R
0300164754;2025-10-30 01:45:00;61,8;R;70,6;R
0300164754;2025-10-30 01:30:00;64,9;R;74,7;R
0300164754;2025-10-30 01:15:00;61,9;R;70,5;R
0300164754;2025-10-30 01:00:00;51,4;R;56,3;R
0300164754;2025-10-30 00:45:00;59,0;R;68,1;R
0300164754;2025-10-30 00:30:00;60,9;R;70,5;R
0300164754;2025-10-30 00:15:00;62,3;R;72,3;R
0300164754;2025-10-30 00:00:00;63,0;R;72,3;R
0300164754;2025-10-29 23:45:00;59,4;R;68,7;R
0300164754;2025-10-29 23:30:00;42,1;R;44,5;R
0300164754;2025-10-29 23:15:00;59,1;R;67,9;R
0300164754;2025-10-29 23:00:00;58,6;R;67,1;R
0300164754;2025-10-29 22:45:00;56,6;R;65,5;R
0300164754;2025-10-29 22:30:00;43,6;R;47,6;R
0300164754;2025-10-29 22:15:00;57,3;R;65,9;R
0300164754;2025-10-29 22:00:00;59,6;R;67,5;R
0300164754;2025-10-29 21:45:00;59,4;R;67,1;R
0300164754;2025-10-29 21:30:00;54,3;R;61,3;R
0300164754;2025-10-29 21:15:00;57,8;R;65,6;R
0300164754;2025-10-29 21:00:00;63,2;R;72,7;R
0300164754;2025-10-29 20:45:00;59,9;R;68,7;R
0300164754;2025-10-29 20:30:00;58,1;R;66,4;R
0300164754;2025-10-29 20:15:00;44,4;R;46,9;R
0300164754;2025-10-29 20:00:00;66,2;R;75,9;R
0300164754;2025-10-29 19:45:00;68,1;R;77,4;R
0300164754;2025-10-29 19:30:00;70,2;R;78,9;R
0300164754;2025-10-29 19:15:00;68,7;R;77,8;R
0300164754;2025-10-29 19:00:00;63,9;R;70,3;R
0300164754;2025-10-29 18:45:00;68,3;R;73,4;R
0300164754;2025-10-29 18:30:00;72,2;R;78,9;R
0300164754;2025-10-29 18:15:00;68,9;R;75,6;R
0300164754;2025-10-29 18:00:00;70,3;R;76,3;R
0300164754;2025-10-29 17:45:00;71,3;R;77,1;R
0300164754;2025-10-29 17:30:00;63,4;R;68,6;R
0300164754;2025-10-29 17:15:00;59,7;R;63,2;R
0300164754;2025-10-29 17:00:00;79,4;R;87,2;R
0300164754;2025-10-29 16:45:00;81,3;R;88,3;R
0300164754;2025-10-29 16:30:00;80,4;R;88,3;R
0300164754;2025-10-29 16:15:00;82,0;R;89,6;R
0300164754;2025-10-29 16:00:00;65,3;R;68,6;R
0300164754;2025-10-29 15:45:00;78,9;R;85,0;R
0300164754;2025-10-29 15:30:00;78,4;R;84,4;R
0300164754;2025-10-29 15:15:00;80,7;R;87,3;R
0300164754;2025-10-29 15:00:00;85,4;R;91,4;R
0300164754;2025-10-29 14:45:00;81,4;R;86,7;R
0300164754;2025-10-29 14:30:00;78,9;R;83,5;R
0300164754;2025-10-29 14:15:00;88,1;R;94,2;R
0300164754;2025-10-29 14:00:00;85,3;R;91,9;R
0300164754;2025-10-29 13:45:00;82,6;R;89,3;R
0300164754;2025-10-29 13:30:00;75,8;R;80,2;R
0300164754;2025-10-29 13:15:00;89,4;R;95,2;R
0300164754;2025-10-29 13:00:00;95,6;R;101,6;R
0300164754;2025-10-29 12:45:00;89,7;R;94,5;R
0300164754;2025-10-29 12:30:00;86,0;R;90,0;R
0300164754;2025-10-29 12:15:00;82,1;R;85,8;R
0300164754;2025-10-29 12:00:00;86,0;R;92,6;R
0300164754;2025-10-29 11:45:00;85,6;R;92,1;R
0300164754;2025-10-29 11:30:00;79,9;R;84,9;R
0300164754;2025-10-29 11:15:00;84,9;R;89,5;R
0300164754;2025-10-29 11:00:00;92,2;R;97,6;R
0300164754;2025-10-29 10:45:00;95,6;R;99,9;R
0300164754;2025-10-29 10:30:00;84,6;R;85,3;R
0300164754;2025-10-29 10:15:00;92,9;R;96,7;R
0300164754;2025-10-29 10:00:00;89,8;R;93,8;R
0300164754;2025-10-29 09:45:00;80,2;R;84,1;R
0300164754;2025-10-29 09:30:00;80,7;R;85,9;R
0300164754;2025-10-29 09:15:00;75,3;R;81,5;R
0300164754;2025-10-29 09:00:00;84,8;R;89,1;R
0300164754;2025-10-29 08:45:00;86,9;R;92,6;R
0300164754;2025-10-29 08:30:00;78,9;R;84,1;R
0300164754;2025-10-29 08:15:00;72,2;R;78,0;R
0300164754;2025-10-29 08:00:00;66,1;R;68,5;R
0300164754;2025-10-29 07:45:00;76,9;R;81,9;R
0300164754;2025-10-29 07:30:00;74,0;R;79,5;R
0300164754;2025-10-29 07:15:00;67,1;R;71,1;R
0300164754;2025-10-29 07:00:00;67,7;R;71,6;R
0300164754;2025-10-29 06:45:00;76,1;R;82,1;R
0300164754;2025-10-29 06:30:00;71,4;R;78,9;R
0300164754;2025-10-29 06:15:00;70,0;R;76,2;R
0300164754;2025-10-29 06:00:00;63,0;R;65,9;R
0300164754;2025-10-29 05:45:00;73,2;R;79,8;R
0300164754;2025-10-29 05:30:00;65,9;R;73,3;R
0300164754;2025-10-29 05:15:00;61,0;R;67,0;R
0300164754;2025-10-29 05:00:00;61,4;R;66,6;R
0300164754;2025-10-29 04:45:00;68,4;R;76,5;R
0300164754;2025-10-29 04:30:00;67,8;R;76,3;R
0300164754;2025-10-29 04:15:00;67,4;R;76,2;R
0300164754;2025-10-29 04:00:00;51,9;R;55,4;R
0300164754;2025-10-29 03:45:00;61,4;R;69,3;R
0300164754;2025-10-29 03:30:00;61,4;R;69,2;R
0300164754;2025-10-29 03:15:00;55,1;R;61,6;R
0300164754;2025-10-29 03:00:00;53,0;R;58,2;R
0300164754;2025-10-29 02:45:00;58,7;R;66,6;R
0300164754;2025-10-29 02:30:00;57,8;R;65,5;R
0300164754;2025-10-29 02:15:00;52,9;R;59,0;R
